principal_component_1,principal_component_2,cluster
-0.8318808649130159,3.27976646543302,0
0.46844536118336777,0.22690417109291539,1
-1.6660343370593917,-0.463287796212272,1
0.19551244268228096,1.1758521993748399,0
-0.27631048189190005,-1.420856251911893,1
0.08709789307159005,1.8358843729125238,0
-1.6590400330183637,-0.36727194510731487,1
0.6865293632064707,-1.0165995235276852,1
2.6479630941489525,-0.5340883799629629,2
-0.34607587445467763,-0.8293629913719869,1
-1.3962984383507628,-0.3672706303145927,1
-1.2155039136073378,-0.22321987542551203,1
-0.50507963390372,-0.772724828841745,1
-0.8443113348532102,-0.7750064102918858,1
-1.1533023233305706,0.042227032578753584,1
-1.0551848285878587,-1.546895228852229,1
-0.5972389139309542,0.5738087776907739,1
-1.6663783975097552,0.3175699670984678,1
0.2899175933483415,-1.1594047854319538,1
1.7839564738245732,-1.5165053484920403,2
-0.7369761574861415,0.6980101599891149,1
1.9564021819222488,-0.26517968424487887,2
1.876629829822894,1.4400223442711215,2
1.5783146532820909,0.5466795068314716,2
1.916727878637721,-0.00757202906305938,2
-0.9539762014075931,-0.6866022910536784,1
1.313752219139904,-1.0990226844121307,2
-1.4397317576103843,-0.4368853938679672,1
2.364839719759802,-0.25750612476540574,2
1.2223498413398999,0.32326803536477716,2
1.4247259909428558,-0.09627269376037707,2
-0.22086231463227787,-0.5625354567244846,1
-0.010205999599090885,-1.1547680500345125,1
-1.2778503096588352,-0.675415661036007,1
-2.559207404070169,-0.3352941940876301,1
1.0502512476440609,1.5965825925306456,0
-0.8241226902708146,-0.30473974878214405,1
-0.4873344712121094,2.2386091716445424,0
-1.7176803521597652,-0.7824390547450162,1
-0.7925934209395941,2.506181193258805,0
1.68719609729823,0.01648333502101623,2
-1.3190528280422296,-0.3470823418831881,1
0.4157223610234925,0.47659811172624433,0
-0.6156448256614261,2.418484407055762,0
-0.8222962876504936,3.2767437230508882,0
0.09735764967993246,-1.1292884294652132,1
1.455200582518934,0.15548091941046957,2
-0.8640485915098812,-1.263764936329162,1
0.7156046144735255,-0.4439523721614221,2
-0.05386699352788406,1.7005986465979344,0
-0.5204901822804535,-0.8435307941487891,1
1.910116269464664,0.14421665822732993,2
1.630148096756963,0.022441485984399195,2
-1.389212682909726,-0.39991062025664376,1
2.455821551301865,-0.3284760115771518,2
0.2116949797058209,-0.9033847747050088,2
-1.252818931121811,-0.22224333087980558,1
0.0663186460732943,2.1256124603041653,0
2.7139105210326973,-0.12215483568745837,2
0.1532309846205145,-0.9568487057164973,1
-1.0350326121631648,-0.8489558283425351,1
0.6774568642625955,-0.5891651931874263,2
0.12122041097728554,-0.27670544698030264,1
-0.03600140744408664,-0.9278331368670437,1
-1.0304516079553472,-0.9000743916398102,1
-0.306896924309851,-0.6233136819922938,1
2.0166327066107614,-0.18726524312851567,2
2.0195249979478844,-0.12423997439474053,2
-0.6087112455323963,-0.9641004145771506,1
-0.33890316182174046,1.1225614384516946,0
1.4985757295722018,0.0009108666953744368,2
-0.9421273531878033,-0.2260621801560971,1
0.548602529903816,-0.9335669563835742,1
-0.4104811433306628,0.6195882536509968,1
1.2471674642725508,-0.6145993350022871,2
-0.05093602103745486,2.223790726448846,0
0.05357525758220956,0.26303859699369203,1
-0.3169771540563707,-1.1521325617794471,1
0.5977178944397343,-0.5860778706129908,2
0.15818917093591764,1.4113741633255783,0
-0.38366271360967685,2.3284199982890037,0
-0.8605092644851897,-1.1947668229298198,1
0.14882458257749717,-0.7120200955870333,1
-0.33395745890655104,3.720453445137258,0
-1.0777848646207981,-0.5366342645160677,1
-2.108267543186796,-0.45597589261648525,1
-0.38609884089962143,-0.5584808247755864,1
-1.1596812852418252,-0.9409718787803143,1
1.845393000474585,-0.013803172234596076,2
-1.8483853410307327,-0.6458757231369194,1
0.18696166782209472,1.7065948819021277,0
1.1952252451377618,-1.3476421970953005,2
-0.385898816824156,0.34445653445273255,1
-1.910231935144441,-0.35638072488127426,1
-2.1069333566452415,-0.11942882582455613,1
-1.154685087947505,1.117847915086357,0
-1.2964693049449907,-1.1276936390448014,1
2.1323925643668864,-0.05581509376594897,2
-0.407938393023554,-0.5059815017597111,1
0.3105757044050644,-0.7183914990665834,1
-0.07455215372499896,2.973277693386477,0
3.062288921779006,-0.28443235924980553,2
-0.6572613108832575,0.766627878169327,1
-0.31789559157899205,-0.9692059189331048,1
-0.5991568217499448,-0.8992170981381203,1
-0.3835305268621,1.148268049795645,0
-1.5920587439582414,-0.6660500894282037,1
3.115391348468839,-0.6445783850250617,2
-1.5378615865733574,-0.26425905229673124,1
-0.8113804218578284,2.5362530512484978,0
-0.7024868871708586,-0.7557085201256495,1
-0.2534828738818213,-0.8941208895340912,1
